action,life,power,attack,defence,fall.defence_up,liedown.time,airjuggle,sparkno,guard.sparkno,ko.echo,volume,intpersistindex,floatpersistindex,var(21),ignorehitpause,ground.hittime,statetype,add,runjump.back,postype,movecamera,fall,air.velocity,edge,attr,trigger1,color,airjump.fwd,keyctrl,triggerall,"root,palno",walk.fwd,walk.back,player,air.hittime,hitflag,priority,air.type,juggle,x,jump.neu,ctrl,velset,persistent,palno,stand.friction,(gametime % 5),physics,ontop,ground.type,(gametime % 10),height,anim,trigger2,airjump.num,givepower,movehit,run.back,reversal.attr,trigger9,pausemovetime,vfacing,damage,run.fwd,ground.front,forceair,crouch.friction,air.front,ampl,palfx.add,guardflag,airjump.height,mid.pos,type,hitsound,guardsound,backedgedist,freq,helpertype,trigger7,scale,stateno,getpower,time,absolute,value,id,flag,jump.fwd,airguard.velocity,v,movetime,animtype,trigger4,trigger3,trigger5,air.back,facing,under,ground.velocity,movetype,name,movecontact,airjump.neu,unhittable,yaccel,trigger6,ground.back,trigger13,pausetime,animtime,ground.slidetime,teamside,head.pos,roundstate,ownpal,(vel y > 0),slot,trigger12,kill,removeongethit,attack.dist,shadowoffset,removetime,p1stateno,proj.attack.dist,animelem,darken,palfx.time,runjump.fwd,pos,bindtime,random,proj.doscale,statedef,draw.offset,sound,invertall,poweradd,yscale,state,sprpriority,"root,stateno",y,"enemynear,movetype",trigger10,mul,airjump.back,supermovetime,p2stateno,trigger11,trigger8,jump.back,p2defmul,sparkxy,xscale
2,,,,,,,,,,,,,,,,,,,,,,,,,,28,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ChangeState,,,,,,,,,,,,710,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28,,,,,,,,,,,,,,195,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0,0",,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,U,,,,,,,,,,,,,,,,,,,,,,,,,,,H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,721,,,,,,,-1,,,,,,,,,,,,,,
state a,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,turn,,,,,,,,,,0,,,,,,,,,,,,,,"enemy,facing",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ChangeAnim2,,,,,,,,,,0,,1211,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,820,,,,,,,,,,,,,,,
LifeAdd,,,,,,,,,,,,,,,1,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LifeAdd,,,,,,,,,,0,1,-lifemax * 0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,
state a,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,selfstate,,,,,,,,,,,,5100,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,"0,0",,,,,N,,,,,1100,,,,,,,,,,,,,,,,,,,,,A,,,,,,,,,,,,,,,,,,,,,,,,,,,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,750,,,,,,,2,,,,,,,,,,,,,,
VarAdd,,,,,,,,,,,,,,,1,,,,,,,,,,,h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,VarAdd,,,,,,,,,,,,2,,,,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,h,,,,,,,,,,,
SuperPause,,,,,,,,,,,,,,,1,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,s8500,,,,,,,,,,,,,,,,,,,,,SuperPause,,,,,,,,,,20,,,,,,,,0,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,1,,,"-35,-70",,,,,,"S4,59",,-1000,,0,,,,,,,,,,,,,1,,
NotHitBy,,,,,,,,,,,,,,,1,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NotHitBy,,,,,,,,,,1,,"SCA,NA,SA,HA,NP,SP,HP,NT,ST,HT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,
1,,,,,,,,S6150,S6150,,,,,,,40,,,,,,,"-1.4,-3",,"S, SA",0,,,,,,,,,15,MAFD,"77, Hit",High,,,,,,,,,,,,LOW,,,,,,,,,,,,,"0, 0",,,,,,,,MA,,,HitDef,"s1111,3","s20, 6",,,,,,,,0,,,,,,"-1.9,-.8",,,Light,,,,,,,-10,,,,,,,,,,"0, 0",,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200,,,,,,,,,711,,,,,"0, -50",
Explod,,,,,,,,,,,,,,,,,,,,p1,,,,,,1 || animelem,,,,,,,,,,,,,,,,,,,,,,,1,,,,6030,,,,1 || animelem,,,,999,1,,,,,,,,,,,,Explod,,,,,,,"1,1",,,,,,1,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,1,,,,,0,,,-2,,,,,,,"0,0",1,,,,,,,,,0,,,,,,,,,,,,,,,
VelSet,,,,,,,,,,,,,,,1,,,,,,,,,,,3,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,VelSet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,0,,,-4,,,,,,,,,,,,
VelSet,,,,,,,,,,,,,,,1,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,VelADD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0.1,,,,,,,,,,,,
2,,,,,,,,,,,,,,,,,,,,,,,,,,animelem,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,animelem,,,,,,,,,,,,,,,,,ChangeState,,,,,,,,,,,,760,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,195,,,,,,,,,,,,,,,
2,,,,,,,,,,,,,,,,,,,,,,,,,,14,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ChangeState,,,,,,,,,,,,51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,,,,,,,,,,,,,,195,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,"0,0",,,,,N,,,,,1310,,,,,,,,,,,,,,,,,,,,,A,,,,,,,,,,,,,,,,,,,,,,,,,,,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,760,,,,,,,2,,,,,,,,,,,,,,
1,,,,,,,,-1,S6150,,,,,,,40,,,,,,,"-1.4,-3",,"S, HA",0,,,,,,,,,15,MAFD,"77, Hit",High,,,,,,,,,,,,high,,,,,,,,,,,,,"50, 0",,,,,,,,MA,,,HitDef,"s4,2","s20, 6",,,,,,,,0,,,,,,"-1.9,-.8",,,Light,,,,,,,0,,,,,,,,,,"0, 0",,15,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,200,,,,,,,,,751,,,,,"0, -50",
VelSet,,,,,,,,,,,,,,,1,,,,,,,,,,,1,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,VelSet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,6,,,,,,,,,,,,
2,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,ChangeState,,,,,,,,,,,,770,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,195,,,,,,,,,,,,,,,
2,,,,,,,,,,,,,,,,,,,,,,,,,,(pos y gteq 0),,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ChangeState,,,,,,,,,,,,51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,(pos y gteq 0),,,,,,,,,,,,,,,,,,,,,,,,195,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,"0,0",,,,,N,,,,,1320,,,,,,,,,,,,,,,,,,,,,A,,,,,,,,,,,,,,,,,,,,,,,,,,,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,770,,,,,,,2,,,,,,,,,,,,,,
snd,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PlaySnd,,,,,,,,,,,,"18,1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,1450,,,,,,,,,,,,,,,
Explod,,,,,,,,,,,,,,,,,,,,p2,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,1,,,,6217,8,,,,,,,20,,,,,,,,,,,,,Explod,,,,,,,"1,1",,,,,,1,,,,,,,16,12,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,,,,"0,0",,,,,,,,,,0,,,,,,,,,,,,,,,
1,,,,,,,,-1,S6150,,,,,,,40,,,,,,,"-1.4,-3",,"S, HA",4,,,,,,,,,15,MAFD,"77, Hit",low,,,,,,,,,,,,low,,,,6,,,,,,,,,"10, 0",,,,,,,"250, 50, 0",MA,,,HitDef,"s4,2","s20, 6",,,,16,,,,,,,,,,"-1.9,-.8",,,Light,10,8,12,,,,0,,,,,,,14,,,"7, 7",,15,,,,,,,,0,,,,,,,16,,15,,,,,,,,,,,,200,,,,,,,,,751,,,,,"-30, -50",
Explod,,,,,,,,,,,,,,,,,,,,p2,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,1,,,,6150,6,,,,,,,999,1,,,,,,,,,,,,Explod,,,,,,16,"1.2,1.2",,,,,,1,,,,,,,10,8,12,,1,,,,,,,,,14,,,,,,,,,1,,,,,0,,,-2,,,16,,,,"0,-50",1,"40,40",,,,,,,,0,,,,,,,,,,,,,,,
TargetBind,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TargetBind,,,,,,,,,,1,,,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"50,25",,,,,,,,,,0,,,,,,,,,,,,,,,
EnvShake,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,-5,,,,,EnvShake,,,,60,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,
VelSet,,,,,,,,,,,,,,,1,,,,,,,,,,,1,,,,,,,,,,,,,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,VelSet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0.2,,,,,,,,,,,,
2,,,,,,,,,,,,,,,,,,,,,,,,,,17,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ChangeState,,,,,,,,,,,,710,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,,,,,,,,,,,,,,195,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0,0",,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,U,,,,,,,,,,,,,,,,,,,,,,,,,,,H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,751,,,,,,,-1,,,,,,,,,,,,,,
state a,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,turn,,,,,,,,,,0,,,,,,,,,,,,,,"enemy,facing",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LifeAdd,,,,,,,,,,,,,,,1,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LifeAdd,,,,,,,,,,0,1,-lifemax * 0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,
1,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ChangeAnim2,,,,,,,,,,0,,1211,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,820,,,,,,,,,,,,,,,
state a,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,selfstate,,,,,,,,,,,,5100,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1,,,0,"0,0",,,,,N,,,,,500,,,,,,,,,,,,,,,,,,,,,A,,,,,,,,,,,,,,,,,,,,,,,,,,,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,800,,,,,,,2,,,,,,,,,,,,,,
ScreenBound,,,,,,,,,,,,,,,1,,,,,,"pos x,pos y",,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ScreenBound,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,
VarAdd,,,,,,,,,,,,,,,1,,,,,,,,,,,h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,VarAdd,,,,,,,,,,,,1,,,,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,h,,,,,,,,,,,
Explod,,,,,,,,,,,,,,,,,,,,p1,,,,,,17,,,,,,,,,,,,,,,,,,,,,,,1,,,,6051,25,,,,,,,20,,,,,,,,,,,,,Explod,,,,,,,"1,1",,,,,,1,,,,,,,,29,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29,,,,"70,0",,,,,,,,,,0,,,,,,,,,,,,,,,
Explod,,,,,,,,,,,,,,,,,,,,p2,,,,,,13,,,,,,,,,,,,,,,,,,,,,,,1,,,,6150,17,,,,,,,20,,,,,,,,,,,,,Explod,,,,,,,"1,1",,,,,,1,,,,,,,25,21,29,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29,,,,"0,0",,,,,,,,,,0,,,,,,,,,,,,,,,
Explod,,,,,,,,,,,,,,,,,,,,p2,,,,,,9,,,,,,,,,,,,,,,,,,,,,,,1,,,,6217,13,,,,,,,20,,,,,,,,,,,,,Explod,,,,,,,"1,1",,,,,,1,,,,,,,21,17,25,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25,,,,"0,0",,,,,,,,,,0,,,,,,,,,,,,,,,
1,,,,,,,,s7010,s8000,,,,,,,40,,,,,,,"-1.4,-3",,", NA",9,,,,,,,,,15,MAFD,"3, Hit",High,,,,,,,,,,,,High,,,,13,,,,,,,,,"20, 15",,,,,,,"250, 150, 0",MA,,,HitDef,"s20, 1","s20, 6",,,,,,,,,,,,,,"-1.9,-.8",,,Light,21,17,25,,,,-4,,,,,,,,,,"5, 5",,15,,,,,,,,,,,,,,,25,,15,,,,,,,,,,,,200,,,,,,,,,801,,,,,"-10, -50",
1,,,,,,,,s7010,s8000,,,,,,,40,,,,,,,"-1.4,-3",,", NA",29,,,,,,,,,15,MAFD,"3, Hit",High,,,,,,,,,,,,High,,,,,,,,,,,,,"40, 15",,,,,,,"250, 150, 0",MA,,,HitDef,"s20, 1","s20, 6",,,,,,,,,,,,,,"-1.9,-.8",,,Light,,,,,,,-4,,,,,,,,,,"5, 5",,15,,,,,,,,,,,,,,,29,,15,,,,,,,,,,,,200,,,,,,,,,802,,,,,"-10, -50",
TargetBind,,,,,,,,,,,,,,,1,,,,,,,,,,,9 gteq 0,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,TargetBind,,,,,,,,,,1,,,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9 gteq 0,,,,"60,-60",,,,,,,,,,0,,,,,,,,,,,,,,,
VelSet,,,,,,,,,,,,,,,1,,,,,,,,,,,2,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,VelSet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,0,,,0,,,,,,,,,,,,
VelSet,,,,,,,,,,,,,,,1,,,,,,,,,,,7,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,VelSet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,,,,,,,,,,,,,0,,,-1.5,,,,,,,,,,,,
VelAdd,,,,,,,,,,,,,,,1,,,,,,,,,,,30 gteq 0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,VelAdd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30 gteq 0,,,,,,,,,,,,,,0,,,1,,,,,,,,,,,,
3,,,,,,,,,,,,,,,,,,,,,,,,,,(pos y gteq 0),,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ChangeState,,,,,,,,,,,,805,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,(pos y gteq 0),,,,,,,,,,,,,,,,,,,,,,,,200,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0,0",,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,U,,,,,,,,,,,,,,,,,,,,,,,,,,,H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,801,,,,,,,-1,,,,,,,,,,,,,,
DestroySelf,,,,,,,,,,,,,,,1,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DestroySelf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,
LifeAdd,,,,,,,,,,,,,,,1,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LifeAdd,,,,,,,,,,0,1,-lifemax * 0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,
state a,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,turn,,,,,,,,,,0,,,,,,,,,,,,,,"enemy,facing",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ChangeAnim2,,,,,,,,,,0,,501,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,820,,,,,,,,,,,,,,,
SelfState,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SelfState,,,,,,,,,,,,5100,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0,0",,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,U,,,,,,,,,,,,,,,,,,,,,,,,,,,H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,802,,,,,,,-1,,,,,,,,,,,,,,
ScreenBound,,,,,,,,,,,,,,,1,,,,,,"pos x,pos y",,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ScreenBound,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,
LifeAdd,,,,,,,,,,,,,,,1,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LifeAdd,,,,,,,,,,0,1,-lifemax * 0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,
VelSet,,,,,,,,,,,,,,,1,,,,,,,,,,,0,,,,,,,,,,,,,,-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,VelSet,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,-4,,,,,,,,,,,,
VelAdd,,,,,,,,,,,,,,,1,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,VelAdd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0.5,,,,,,,,,,,,
DestroySelf,,,,,,,,,,,,,,,1,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DestroySelf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,
state a,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,turn,,,,,,,,,,0,,,,,,,,,,,,,,"enemy,facing",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ChangeAnim2,,,,,,,,,,0,,502,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,820,,,,,,,,,,,,,,,
SelfState,,,,,,,,,,,,,,,,,,,,,,,,,,(pos y gteq 0),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SelfState,,,,,,,,,,,,5100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,(pos y gteq 0),,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1,,,0,"-0.5,0",,,,,N,,,,,505,,,,,,,,,,,,,,,,,,,,,S,,,,,,,,,,,,,,,,,,,,,,,,,,,I,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,805,,,,10,,,2,,,,,,,,,,,,,,
PosSet,,,,,,,,,,,,,,,1,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PosSet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,,,,,,,,,,,,
NotHitBy,,,,,,,,,,,,,,,1,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NotHitBy,,,,,,,,,,1,,"SCA,NA,SA,HA,NP,SP,HP,NT,ST,HT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,
snd,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PlaySnd,,,,,,,,,,,,"21,4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,1450,,,,,,,,,,,,,,,
3,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ChangeState,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1,,,0,"0,0",,,,,N,,,,,750,,,,,,,,,,,,,,,,,,,,,S,,,,,,,,,,,,,,,,,,,,,,,,,,,I,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,810,,,,,,,2,,,,,,,,,,,,,,
VarAdd,,,,,,,,,,,,,,,1,,,,,,,,,,,h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,VarAdd,,,,,,,,,,,,1,,,,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,h,,,,,,,,,,,
PalFX,,,,,,,,,,,,,,,1,,,"0,0,256",,,,,,,,0,256,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,PalFX,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,,,,,,"256,256,256",,,,,,,,,
SuperPause,,,,,,,,,,,,,,,1,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,s8900,,,,,,,,,,,,,,,,,,,,,SuperPause,,,,,,,,,,52,,,,,,,,52,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,1,,,"15,-65",,,,,,"S4,59",,-1000,,0,,,,,,,,,,,,,1,,
